"dhlabid","urn","title","city","timestamp","year","conc","date","samesaken","Alta.samfunnet.er.i.mot.utbygging","protestbevegelse","at.et.møte.blir.arrangert","tv.program","produksjon.av.film","partipolitikk","kommunestyret","domstoler","regjeringen","myndigheter","demonstranter","politiet","saksbehandling.og.juridiske.prosesser","bygging.av.vei.og.anleggsvirksomhet","undersøkelser.og.utredning","arrestasjoner.og.bruk.av.tvangsmidler","økonomisk.og.næringsmessig.nytte","må.ha.kraft.og.strøm","konflikt.mellom.samer.og.nordmenn","rettigheter.til.land.og.ressurser","natur.og.miljø","vern.av.vassdrag","trussel.mot.samisk.kultur.og.næring","trussel.mot.laksefiske","Alta.kautokeinovassdraget.bør.bygges.ut","samiske.særrettigheter","utsatt.og.usikkerhet","unødvendig","splittelse.og.uenighet","vanskelig.å.snakke.om","urettferdig","opprivende","forsoning","samhold.og.enighet","handlekraft.og.beslutninger","tydelig.og.bestemtrettsak","leiren.i.Stilla","sultestreik","politiaksjonen","stortingets.vedtak","opprettelsen.av.Sametinget","Finnmarksloven","udemokratiske.protester","sivil.ulydighet","demonstrantene.opptrer.dårlig","ikke.voldelige","mediedekning","historisk.betydning","kunst.og.kultur","husker.eller.minnes","feilinformasjon","Konstruktiv.sivil.ulydighet","Manglende.utredning.om.konsekvenser","skeptisk.kraftprognose.motstand","meningsløs.kraftutbygging","Skeptisk.til.ulydighet","lov.og.orden","overdrevet.maktbruk.av.myndigheter.og.politi","fredelige.demonstranter","tydelig.og.bestemt","rettsak","arbeiderpartiet","gasskraftverk","neddemming.av.Masi","Kraftlinjer"
NA,"URN:NBN:no-nb_digavis_raumnes_null_null_20221112_166_132_1","raumnes","Nes","20221112","2022","Niillas Somby ble Norges mest ettersøkte terrorist etter Alta-aksjonen. 22.35 Katedralbyggerne (r) Norsk dokumentar fra 2019. 23.00",2022-11-12,0.63,0.66,0.77,0.81,0.7,0.67,0.43,0.54,0.48,0.26,0.47,0.54,0.26,0.9,0.53,0.77,0.9,0.78,0.43,0.53,0.82,0.3,0.68,0.83,0.39,0.32,0.8,0.91,0.63,0.86,0.85,0.82,0.88,0.19,0.23,0.87,0.7,0.66,0.29,0.29,0.48,0.63,0.53,0.66,0.71,0.63,0.63,0.69,0.75,0.8,0.87,0.89,0.27,0.87,0.56,0.44,0.6,0.24,0.85,0.17,0.51,0.65,0.47,0.26,0.34,0.43
NA,"URN:NBN:no-nb_digavis_auraavis_null_null_20221110_76_87_1","auraavis","Sunndalsøra","20221110","2022","Niillas Somby ble Norges mest ettersøkte terrorist etter Alta-aksjonen. 22.35 Katedralbyggerne (r) Norsk dokumentar fra 2019. 23.00",2022-11-10,0.63,0.66,0.77,0.81,0.7,0.67,0.43,0.54,0.48,0.26,0.47,0.54,0.26,0.9,0.53,0.77,0.9,0.78,0.43,0.53,0.82,0.3,0.68,0.83,0.39,0.32,0.8,0.91,0.63,0.86,0.85,0.82,0.88,0.19,0.23,0.87,0.7,0.66,0.29,0.29,0.48,0.63,0.53,0.66,0.71,0.63,0.63,0.69,0.75,0.8,0.87,0.89,0.27,0.87,0.56,0.44,0.6,0.24,0.85,0.17,0.51,0.65,0.47,0.26,0.34,0.43
NA,"URN:NBN:no-nb_digavis_vaartland_null_null_20221112_78_264_1","vaartland","Oslo","20221112","2022","Niillas Somby ble Norges mest ettersøkte terrorist etter Alta-aksjonen. 22.35 Katedralbyggerne (r) Norsk dokumentar fra 2019. 23.00",2022-11-12,0.63,0.66,0.77,0.81,0.7,0.67,0.43,0.54,0.48,0.26,0.47,0.54,0.26,0.9,0.53,0.77,0.9,0.78,0.43,0.53,0.82,0.3,0.68,0.83,0.39,0.32,0.8,0.91,0.63,0.86,0.85,0.82,0.88,0.19,0.23,0.87,0.7,0.66,0.29,0.29,0.48,0.63,0.53,0.66,0.71,0.63,0.63,0.69,0.75,0.8,0.87,0.89,0.27,0.87,0.56,0.44,0.6,0.24,0.85,0.17,0.51,0.65,0.47,0.26,0.34,0.43
NA,"URN:NBN:no-nb_digavis_nyetroms_null_null_20221111_49_131_1","nyetroms","Moen","20221111","2022","Niillas Somby ble Norges mest ettersøkte terrorist etter Alta-aksjonen. 22.35 Katedralbyggerne (r) Norsk dokumentar fra 2019. 23.00",2022-11-11,0.63,0.66,0.77,0.81,0.7,0.67,0.43,0.54,0.48,0.26,0.47,0.54,0.26,0.9,0.53,0.77,0.9,0.78,0.43,0.53,0.82,0.3,0.68,0.83,0.39,0.32,0.8,0.91,0.63,0.86,0.85,0.82,0.88,0.19,0.23,0.87,0.7,0.66,0.29,0.29,0.48,0.63,0.53,0.66,0.71,0.63,0.63,0.69,0.75,0.8,0.87,0.89,0.27,0.87,0.56,0.44,0.6,0.24,0.85,0.17,0.51,0.65,0.47,0.26,0.34,0.43
NA,"URN:NBN:no-nb_digavis_vaaganavisa_null_null_20221109_17_44_1","vaaganavisa","Svolvær","20221109","2022","Niillas Somby ble Norges mest ettersøkte terrorist etter Alta-aksjonen. 22.35 Katedralbyggerne (r) Norsk dokumentar fra 2019. 23.00",2022-11-09,0.63,0.66,0.77,0.81,0.7,0.67,0.43,0.54,0.48,0.26,0.47,0.54,0.26,0.9,0.53,0.77,0.9,0.78,0.43,0.53,0.82,0.3,0.68,0.83,0.39,0.32,0.8,0.91,0.63,0.86,0.85,0.82,0.88,0.19,0.23,0.87,0.7,0.66,0.29,0.29,0.48,0.63,0.53,0.66,0.71,0.63,0.63,0.69,0.75,0.8,0.87,0.89,0.27,0.87,0.56,0.44,0.6,0.24,0.85,0.17,0.51,0.65,0.47,0.26,0.34,0.43
NA,"URN:NBN:no-nb_digavis_firdatidend_null_null_20221111_3_88_1","firdatidend","Sandane","20221111","2022","Niillas Somby ble Norges mest ettersøkte terrorist etter Alta-aksjonen. 22.35 Katedralbyggerne (r) Norsk dokumentar fra 2019. 23.00",2022-11-11,0.63,0.66,0.77,0.81,0.7,0.67,0.43,0.54,0.48,0.26,0.47,0.54,0.26,0.9,0.53,0.77,0.9,0.78,0.43,0.53,0.82,0.3,0.68,0.83,0.39,0.32,0.8,0.91,0.63,0.86,0.85,0.82,0.88,0.19,0.23,0.87,0.7,0.66,0.29,0.29,0.48,0.63,0.53,0.66,0.71,0.63,0.63,0.69,0.75,0.8,0.87,0.89,0.27,0.87,0.56,0.44,0.6,0.24,0.85,0.17,0.51,0.65,0.47,0.26,0.34,0.43
NA,"URN:NBN:no-nb_digavis_kvinnheringen_null_null_20221111_50_88_1","kvinnheringen","Husnes","20221111","2022","Niillas Somby ble Norges mest ettersøkte terrorist etter Alta-aksjonen. 22.35 Katedralbyggerne (r) Norsk dokumentar fra 2019. 23.00",2022-11-11,0.63,0.66,0.77,0.81,0.7,0.67,0.43,0.54,0.48,0.26,0.47,0.54,0.26,0.9,0.53,0.77,0.9,0.78,0.43,0.53,0.82,0.3,0.68,0.83,0.39,0.32,0.8,0.91,0.63,0.86,0.85,0.82,0.88,0.19,0.23,0.87,0.7,0.66,0.29,0.29,0.48,0.63,0.53,0.66,0.71,0.63,0.63,0.69,0.75,0.8,0.87,0.89,0.27,0.87,0.56,0.44,0.6,0.24,0.85,0.17,0.51,0.65,0.47,0.26,0.34,0.43
NA,"URN:NBN:no-nb_digavis_telemarksavisa_null_null_20221104_100_257_1","telemarksavisa","Skien","20221104","2022","Niillas Somby ble Norges mest ettersøkte terrorist etter Alta-aksjonen. 22.35 Katedralbyggerne (r) Norsk dokumentar fra 2019. 23.00",2022-11-04,0.63,0.66,0.77,0.81,0.7,0.67,0.43,0.54,0.48,0.26,0.47,0.54,0.26,0.9,0.53,0.77,0.9,0.78,0.43,0.53,0.82,0.3,0.68,0.83,0.39,0.32,0.8,0.91,0.63,0.86,0.85,0.82,0.88,0.19,0.23,0.87,0.7,0.66,0.29,0.29,0.48,0.63,0.53,0.66,0.71,0.63,0.63,0.69,0.75,0.8,0.87,0.89,0.27,0.87,0.56,0.44,0.6,0.24,0.85,0.17,0.51,0.65,0.47,0.26,0.34,0.43
NA,"URN:NBN:no-nb_digavis_grenda_null_null_20221110_72_83_1","grenda","Rosendal","20221110","2022","Niillas Somby ble Norges mest ettersøkte terrorist etter Alta-aksjonen. 22.35 Katedralbyggerne (r) Norsk dokumentar fra 2019. 23.00",2022-11-10,0.63,0.66,0.77,0.81,0.7,0.67,0.43,0.54,0.48,0.26,0.47,0.54,0.26,0.9,0.53,0.77,0.9,0.78,0.43,0.53,0.82,0.3,0.68,0.83,0.39,0.32,0.8,0.91,0.63,0.86,0.85,0.82,0.88,0.19,0.23,0.87,0.7,0.66,0.29,0.29,0.48,0.63,0.53,0.66,0.71,0.63,0.63,0.69,0.75,0.8,0.87,0.89,0.27,0.87,0.56,0.44,0.6,0.24,0.85,0.17,0.51,0.65,0.47,0.26,0.34,0.43
NA,"URN:NBN:no-nb_digavis_eikerbladet_null_null_20221110_31_40_1","eikerbladet","Mjøndalen","20221110","2022","Niillas Somby ble Norges mest ettersøkte terrorist etter Alta-aksjonen. 22.35 Katedralbyggerne (r) Norsk dokumentar fra 2019. 23.00",2022-11-10,0.63,0.66,0.77,0.81,0.7,0.67,0.43,0.54,0.48,0.26,0.47,0.54,0.26,0.9,0.53,0.77,0.9,0.78,0.43,0.53,0.82,0.3,0.68,0.83,0.39,0.32,0.8,0.91,0.63,0.86,0.85,0.82,0.88,0.19,0.23,0.87,0.7,0.66,0.29,0.29,0.48,0.63,0.53,0.66,0.71,0.63,0.63,0.69,0.75,0.8,0.87,0.89,0.27,0.87,0.56,0.44,0.6,0.24,0.85,0.17,0.51,0.65,0.47,0.26,0.34,0.43
NA,"URN:NBN:no-nb_digavis_bomlonytt_null_null_20221112_50_90_1","bomlonytt","Bømlo","20221112","2022","Niillas Somby ble Norges mest ettersøkte terrorist etter Alta-aksjonen. 22.35 Katedralbyggerne (r) Norsk dokumentar fra 2019. 23.00",2022-11-12,0.63,0.66,0.77,0.81,0.7,0.67,0.43,0.54,0.48,0.26,0.47,0.54,0.26,0.9,0.53,0.77,0.9,0.78,0.43,0.53,0.82,0.3,0.68,0.83,0.39,0.32,0.8,0.91,0.63,0.86,0.85,0.82,0.88,0.19,0.23,0.87,0.7,0.66,0.29,0.29,0.48,0.63,0.53,0.66,0.71,0.63,0.63,0.69,0.75,0.8,0.87,0.89,0.27,0.87,0.56,0.44,0.6,0.24,0.85,0.17,0.51,0.65,0.47,0.26,0.34,0.43
NA,"URN:NBN:no-nb_digavis_driva_null_null_20221111_51_89_1","driva","Sunndalsøra","20221111","2022","Niillas Somby ble Norges mest ettersøkte terrorist etter Alta-aksjonen. 22.35 Katedralbyggerne (r) Norsk dokumentar fra 2019. 23.00",2022-11-11,0.63,0.66,0.77,0.81,0.7,0.67,0.43,0.54,0.48,0.26,0.47,0.54,0.26,0.9,0.53,0.77,0.9,0.78,0.43,0.53,0.82,0.3,0.68,0.83,0.39,0.32,0.8,0.91,0.63,0.86,0.85,0.82,0.88,0.19,0.23,0.87,0.7,0.66,0.29,0.29,0.48,0.63,0.53,0.66,0.71,0.63,0.63,0.69,0.75,0.8,0.87,0.89,0.27,0.87,0.56,0.44,0.6,0.24,0.85,0.17,0.51,0.65,0.47,0.26,0.34,0.43
NA,"URN:NBN:no-nb_digavis_rakkestadavis_null_null_20221110_122_43_1","rakkestadavis","Rakkestad","20221110","2022","Niillas Somby ble Norges mest ettersøkte terrorist etter Alta-aksjonen. 22.35 Katedralbyggerne (r) Norsk dokumentar fra 2019. 23.00",2022-11-10,0.63,0.66,0.77,0.81,0.7,0.67,0.43,0.54,0.48,0.26,0.47,0.54,0.26,0.9,0.53,0.77,0.9,0.78,0.43,0.53,0.82,0.3,0.68,0.83,0.39,0.32,0.8,0.91,0.63,0.86,0.85,0.82,0.88,0.19,0.23,0.87,0.7,0.66,0.29,0.29,0.48,0.63,0.53,0.66,0.71,0.63,0.63,0.69,0.75,0.8,0.87,0.89,0.27,0.87,0.56,0.44,0.6,0.24,0.85,0.17,0.51,0.65,0.47,0.26,0.34,0.43
NA,"URN:NBN:no-nb_digavis_lofottidende_null_null_20221110_35_42_1","lofottidende","Leknes","20221110","2022","Niillas Somby ble Norges mest ettersøkte terrorist etter Alta-aksjonen. 22.35 Katedralbyggerne (r) Norsk dokumentar fra 2019. 23.00",2022-11-10,0.63,0.66,0.77,0.81,0.7,0.67,0.43,0.54,0.48,0.26,0.47,0.54,0.26,0.9,0.53,0.77,0.9,0.78,0.43,0.53,0.82,0.3,0.68,0.83,0.39,0.32,0.8,0.91,0.63,0.86,0.85,0.82,0.88,0.19,0.23,0.87,0.7,0.66,0.29,0.29,0.48,0.63,0.53,0.66,0.71,0.63,0.63,0.69,0.75,0.8,0.87,0.89,0.27,0.87,0.56,0.44,0.6,0.24,0.85,0.17,0.51,0.65,0.47,0.26,0.34,0.43
NA,"URN:NBN:no-nb_digavis_sandnesposten_null_null_20221110_32_87_1","sandnesposten","Sandnes","20221110","2022","Niillas Somby ble Norges mest ettersøkte terrorist etter Alta-aksjonen. 22.35 Katedralbyggerne (r) Norsk dokumentar fra 2019. 23.00",2022-11-10,0.63,0.66,0.77,0.81,0.7,0.67,0.43,0.54,0.48,0.26,0.47,0.54,0.26,0.9,0.53,0.77,0.9,0.78,0.43,0.53,0.82,0.3,0.68,0.83,0.39,0.32,0.8,0.91,0.63,0.86,0.85,0.82,0.88,0.19,0.23,0.87,0.7,0.66,0.29,0.29,0.48,0.63,0.53,0.66,0.71,0.63,0.63,0.69,0.75,0.8,0.87,0.89,0.27,0.87,0.56,0.44,0.6,0.24,0.85,0.17,0.51,0.65,0.47,0.26,0.34,0.43
NA,"URN:NBN:no-nb_digavis_vesteraalensavis_null_null_20221111_130_88_1","vesteraalensavis","Stokmarknes","20221111","2022","Niillas Somby ble Norges mest ettersøkte terrorist etter Alta-aksjonen. 22.35 Katedralbyggerne (r) Norsk dokumentar fra 2019. 23.00",2022-11-11,0.63,0.66,0.77,0.81,0.7,0.67,0.43,0.54,0.48,0.26,0.47,0.54,0.26,0.9,0.53,0.77,0.9,0.78,0.43,0.53,0.82,0.3,0.68,0.83,0.39,0.32,0.8,0.91,0.63,0.86,0.85,0.82,0.88,0.19,0.23,0.87,0.7,0.66,0.29,0.29,0.48,0.63,0.53,0.66,0.71,0.63,0.63,0.69,0.75,0.8,0.87,0.89,0.27,0.87,0.56,0.44,0.6,0.24,0.85,0.17,0.51,0.65,0.47,0.26,0.34,0.43
NA,"URN:NBN:no-nb_digavis_andoyposten_null_null_20221111_44_88_1","andoyposten","Andenes","20221111","2022","Niillas Somby ble Norges mest ettersøkte terrorist etter Alta-aksjonen. 22.35 Katedralbyggerne (r) Norsk dokumentar fra 2019. 23.00",2022-11-11,0.63,0.66,0.77,0.81,0.7,0.67,0.43,0.54,0.48,0.26,0.47,0.54,0.26,0.9,0.53,0.77,0.9,0.78,0.43,0.53,0.82,0.3,0.68,0.83,0.39,0.32,0.8,0.91,0.63,0.86,0.85,0.82,0.88,0.19,0.23,0.87,0.7,0.66,0.29,0.29,0.48,0.63,0.53,0.66,0.71,0.63,0.63,0.69,0.75,0.8,0.87,0.89,0.27,0.87,0.56,0.44,0.6,0.24,0.85,0.17,0.51,0.65,0.47,0.26,0.34,0.43
NA,"URN:NBN:no-nb_digavis_kragerobladvestmar_null_null_20221111_179_88_1","kragerobladvestmar","Kragerø","20221111","2022","Niillas Somby ble Norges mest ettersøkte terrorist etter Alta-aksjonen. 22.35 Katedralbyggerne (r) Norsk dokumentar fra 2019. 23.00",2022-11-11,0.63,0.66,0.77,0.81,0.7,0.67,0.43,0.54,0.48,0.26,0.47,0.54,0.26,0.9,0.53,0.77,0.9,0.78,0.43,0.53,0.82,0.3,0.68,0.83,0.39,0.32,0.8,0.91,0.63,0.86,0.85,0.82,0.88,0.19,0.23,0.87,0.7,0.66,0.29,0.29,0.48,0.63,0.53,0.66,0.71,0.63,0.63,0.69,0.75,0.8,0.87,0.89,0.27,0.87,0.56,0.44,0.6,0.24,0.85,0.17,0.51,0.65,0.47,0.26,0.34,0.43
NA,"URN:NBN:no-nb_digavis_bygdebladet_null_null_20221111_51_85_1","bygdebladet","Randaberg","20221111","2022","Niillas Somby ble Norges mest ettersøkte terrorist etter Alta-aksjonen. 22.35 Katedralbyggerne (r) Norsk dokumentar fra 2019. 23.00",2022-11-11,0.63,0.66,0.77,0.81,0.7,0.67,0.43,0.54,0.48,0.26,0.47,0.54,0.26,0.9,0.53,0.77,0.9,0.78,0.43,0.53,0.82,0.3,0.68,0.83,0.39,0.32,0.8,0.91,0.63,0.86,0.85,0.82,0.88,0.19,0.23,0.87,0.7,0.66,0.29,0.29,0.48,0.63,0.53,0.66,0.71,0.63,0.63,0.69,0.75,0.8,0.87,0.89,0.27,0.87,0.56,0.44,0.6,0.24,0.85,0.17,0.51,0.65,0.47,0.26,0.34,0.43
NA,"URN:NBN:no-nb_digavis_fosnafolket_null_null_20221111_59_88_1","fosnafolket","Brekstad","20221111","2022","Niillas Somby ble Norges mest ettersøkte terrorist etter Alta-aksjonen. 22.35 Katedralbyggerne (r) Norsk dokumentar fra 2019. 23.00",2022-11-11,0.63,0.66,0.77,0.81,0.7,0.67,0.43,0.54,0.48,0.26,0.47,0.54,0.26,0.9,0.53,0.77,0.9,0.78,0.43,0.53,0.82,0.3,0.68,0.83,0.39,0.32,0.8,0.91,0.63,0.86,0.85,0.82,0.88,0.19,0.23,0.87,0.7,0.66,0.29,0.29,0.48,0.63,0.53,0.66,0.71,0.63,0.63,0.69,0.75,0.8,0.87,0.89,0.27,0.87,0.56,0.44,0.6,0.24,0.85,0.17,0.51,0.65,0.47,0.26,0.34,0.43
NA,"URN:NBN:no-nb_digavis_sydvesten_null_null_20221110_0_43_1","sydvesten","Bergen","20221110","2022","Niillas Somby ble Norges mest ettersøkte terrorist etter Alta-aksjonen. 22.35 Katedralbyggerne (r) Norsk dokumentar fra 2019. 23.00",2022-11-10,0.63,0.66,0.77,0.81,0.7,0.67,0.43,0.54,0.48,0.26,0.47,0.54,0.26,0.9,0.53,0.77,0.9,0.78,0.43,0.53,0.82,0.3,0.68,0.83,0.39,0.32,0.8,0.91,0.63,0.86,0.85,0.82,0.88,0.19,0.23,0.87,0.7,0.66,0.29,0.29,0.48,0.63,0.53,0.66,0.71,0.63,0.63,0.69,0.75,0.8,0.87,0.89,0.27,0.87,0.56,0.44,0.6,0.24,0.85,0.17,0.51,0.65,0.47,0.26,0.34,0.43
NA,"URN:NBN:no-nb_digavis_bladet_null_null_20221112_130_132_1","bladet","Stjørdal","20221112","2022","Niillas Somby ble Norges mest ettersøkte terrorist etter Alta-aksjonen. 22.35 Katedralbyggerne (r) Norsk dokumentar fra 2019. 23.00 Kveldsnytt",2022-11-12,0.59,0.61,0.77,0.78,0.75,0.64,0.43,0.52,0.45,0.27,0.45,0.54,0.25,0.85,0.32,0.8,0.91,0.77,0.41,0.53,0.88,0.32,0.71,0.81,0.39,0.31,0.76,0.9,0.63,0.81,0.83,0.81,0.89,0.18,0.21,0.85,0.6,0.65,0.31,0.27,0.47,0.61,0.5,0.74,0.71,0.61,0.65,0.68,0.74,0.8,0.86,0.86,0.25,0.87,0.57,0.51,0.59,0.22,0.87,0.16,0.51,0.67,0.5,0.25,0.34,0.39
NA,"URN:NBN:no-nb_digavis_smaalenenesavis_null_null_20221112_123_132_1","smaalenenesavis","Askim","20221112","2022","Niillas Somby ble Norges mest ettersøkte terrorist etter Alta-aksjonen. 22.35 Katedralbyggerne (r) Norsk dokumentar fra 2019. På 1800-",2022-11-12,0.54,0.56,0.67,0.74,0.48,0.57,0.26,0.34,0.37,0.24,0.33,0.42,0.18,0.8,0.25,0.74,0.86,0.7,0.3,0.54,0.69,0.2,0.46,0.83,0.23,0.29,0.71,0.86,0.42,0.69,0.74,0.63,0.8,0.21,0.3,0.83,0.63,0.58,0.26,0.22,0.44,0.6,0.38,0.53,0.68,0.49,0.58,0.61,0.67,0.86,0.84,0.69,0.32,0.68,0.5,0.41,0.56,0.19,0.75,0.12,0.54,0.53,0.28,0.14,0.38,0.16
NA,"URN:NBN:no-nb_digavis_haldenarbeiderblad_null_null_20221111_93_175_1","haldenarbeiderblad",NA,"20221111","2022","Niillas Somby ble Norges mest ettersøkte terrorist etter Alta-aksjonen. 22.35 Katedralbyggerne (r) Norsk dokumentar fra 2019. På 1800-",2022-11-11,0.54,0.56,0.67,0.74,0.48,0.57,0.26,0.34,0.37,0.24,0.33,0.42,0.18,0.8,0.25,0.74,0.86,0.7,0.3,0.54,0.69,0.2,0.46,0.83,0.23,0.29,0.71,0.86,0.42,0.69,0.74,0.63,0.8,0.21,0.3,0.83,0.63,0.58,0.26,0.22,0.44,0.6,0.38,0.53,0.68,0.49,0.58,0.61,0.67,0.86,0.84,0.69,0.32,0.68,0.5,0.41,0.56,0.19,0.75,0.12,0.54,0.53,0.28,0.14,0.38,0.16
NA,"URN:NBN:no-nb_digavis_jarlsberg_null_null_20221112_179_132_1","jarlsberg","Holmestrand","20221112","2022","Niillas Somby ble Norges mest ettersøkte terrorist etter Alta-aksjonen. 22.40 Bergman 100 år (7) Sv. dokumentarserie fra 2018.",2022-11-12,0.65,0.52,0.69,0.73,0.54,0.59,0.32,0.41,0.53,0.28,0.52,0.62,0.29,0.72,0.61,0.73,0.84,0.67,0.31,0.48,0.61,0.25,0.46,0.63,0.28,0.26,0.71,0.74,0.57,0.56,0.66,0.62,0.8,0.17,0.24,0.71,0.59,0.63,0.25,0.3,0.38,0.46,0.37,0.46,0.62,0.53,0.49,0.65,0.75,0.65,0.79,0.6,0.25,0.59,0.42,0.4,0.51,0.21,0.55,0.1,0.64,0.59,0.26,0.25,0.35,0.28
NA,"URN:NBN:no-nb_digavis_nordhordland_null_null_20221112_49_84_1","nordhordland",NA,"20221112","2022","Niillas Somby ble Norges mest ettersøkte terrorist etter Alta-aksjonen. 22.40 Bergman 100 år (7) Sv. dokumentarserie fra 2018.",2022-11-12,0.65,0.52,0.69,0.73,0.54,0.59,0.32,0.41,0.53,0.28,0.52,0.62,0.29,0.72,0.61,0.73,0.84,0.67,0.31,0.48,0.61,0.25,0.46,0.63,0.28,0.26,0.71,0.74,0.57,0.56,0.66,0.62,0.8,0.17,0.24,0.71,0.59,0.63,0.25,0.3,0.38,0.46,0.37,0.46,0.62,0.53,0.49,0.65,0.75,0.65,0.79,0.6,0.25,0.59,0.42,0.4,0.51,0.21,0.55,0.1,0.64,0.59,0.26,0.25,0.35,0.28
NA,"URN:NBN:no-nb_digavis_sandefjordsblad_null_null_20221112_0_264_1","sandefjordsblad","Sandefjord","20221112","2022","Niillas Somby ble Norges mest ettersøkte terrorist etter Alta-aksjonen. 22.40 Bergman 100 år (7) Sv. dokumentarserie fra 2018.",2022-11-12,0.65,0.52,0.69,0.73,0.54,0.59,0.32,0.41,0.53,0.28,0.52,0.62,0.29,0.72,0.61,0.73,0.84,0.67,0.31,0.48,0.61,0.25,0.46,0.63,0.28,0.26,0.71,0.74,0.57,0.56,0.66,0.62,0.8,0.17,0.24,0.71,0.59,0.63,0.25,0.3,0.38,0.46,0.37,0.46,0.62,0.53,0.49,0.65,0.75,0.65,0.79,0.6,0.25,0.59,0.42,0.4,0.51,0.21,0.55,0.1,0.64,0.59,0.26,0.25,0.35,0.28
NA,"URN:NBN:no-nb_digavis_grimstadadressetiden_null_null_20221112_167_132_1","grimstadadressetiden","Grimstad","20221112","2022","Niillas Somby ble Norges mest ettersøkte terrorist etter Alta-aksjonen. 22.40 Bergman 100 år (7) Sv. dokumentarserie fra 2018.",2022-11-12,0.65,0.52,0.69,0.73,0.54,0.59,0.32,0.41,0.53,0.28,0.52,0.62,0.29,0.72,0.61,0.73,0.84,0.67,0.31,0.48,0.61,0.25,0.46,0.63,0.28,0.26,0.71,0.74,0.57,0.56,0.66,0.62,0.8,0.17,0.24,0.71,0.59,0.63,0.25,0.3,0.38,0.46,0.37,0.46,0.62,0.53,0.49,0.65,0.75,0.65,0.79,0.6,0.25,0.59,0.42,0.4,0.51,0.21,0.55,0.1,0.64,0.59,0.26,0.25,0.35,0.28
NA,"URN:NBN:no-nb_digavis_sunnmorsposten_null_null_20221112_140_264_1","sunnmorsposten","Ålesund","20221112","2022","Niillas Somby ble Norges mest ettersøkte terrorist etter Alta-aksjonen. 22.40 Bergman 100 år (7) Sv. dokumentarserie fra 2018.",2022-11-12,0.65,0.52,0.69,0.73,0.54,0.59,0.32,0.41,0.53,0.28,0.52,0.62,0.29,0.72,0.61,0.73,0.84,0.67,0.31,0.48,0.61,0.25,0.46,0.63,0.28,0.26,0.71,0.74,0.57,0.56,0.66,0.62,0.8,0.17,0.24,0.71,0.59,0.63,0.25,0.3,0.38,0.46,0.37,0.46,0.62,0.53,0.49,0.65,0.75,0.65,0.79,0.6,0.25,0.59,0.42,0.4,0.51,0.21,0.55,0.1,0.64,0.59,0.26,0.25,0.35,0.28
NA,"URN:NBN:no-nb_digavis_tonsbergsblad_null_null_20221112_153_264_1","tonsbergsblad","Tønsberg","20221112","2022","Niillas Somby ble Norges mest ettersøkte terrorist etter Alta-aksjonen. 22.40 Bergman 100 år (7) Sv. dokumentarserie fra 2018.",2022-11-12,0.65,0.52,0.69,0.73,0.54,0.59,0.32,0.41,0.53,0.28,0.52,0.62,0.29,0.72,0.61,0.73,0.84,0.67,0.31,0.48,0.61,0.25,0.46,0.63,0.28,0.26,0.71,0.74,0.57,0.56,0.66,0.62,0.8,0.17,0.24,0.71,0.59,0.63,0.25,0.3,0.38,0.46,0.37,0.46,0.62,0.53,0.49,0.65,0.75,0.65,0.79,0.6,0.25,0.59,0.42,0.4,0.51,0.21,0.55,0.1,0.64,0.59,0.26,0.25,0.35,0.28
NA,"URN:NBN:no-nb_digavis_bergensavisen_null_null_20221113_0_308_1","bergensavisen","Bergen","20221113","2022","Niillas Somby ble Norges mest ettersøkte terrorist etter Alta-aksjonen. 22.40 Bergman 100 år (7) Sv. dokumentarserie fra 2018.",2022-11-13,0.65,0.52,0.69,0.73,0.54,0.59,0.32,0.41,0.53,0.28,0.52,0.62,0.29,0.72,0.61,0.73,0.84,0.67,0.31,0.48,0.61,0.25,0.46,0.63,0.28,0.26,0.71,0.74,0.57,0.56,0.66,0.62,0.8,0.17,0.24,0.71,0.59,0.63,0.25,0.3,0.38,0.46,0.37,0.46,0.62,0.53,0.49,0.65,0.75,0.65,0.79,0.6,0.25,0.59,0.42,0.4,0.51,0.21,0.55,0.1,0.64,0.59,0.26,0.25,0.35,0.28
NA,"URN:NBN:no-nb_digavis_lindesnes_null_null_20221112_134_132_1","lindesnes","Lindesnes","20221112","2022","Niillas Somby ble Norges mest ettersøkte terrorist etter Alta-aksjonen. 22.40 Bergman 100 år (7) Sv. dokumentarserie fra 2018.",2022-11-12,0.65,0.52,0.69,0.73,0.54,0.59,0.32,0.41,0.53,0.28,0.52,0.62,0.29,0.72,0.61,0.73,0.84,0.67,0.31,0.48,0.61,0.25,0.46,0.63,0.28,0.26,0.71,0.74,0.57,0.56,0.66,0.62,0.8,0.17,0.24,0.71,0.59,0.63,0.25,0.3,0.38,0.46,0.37,0.46,0.62,0.53,0.49,0.65,0.75,0.65,0.79,0.6,0.25,0.59,0.42,0.4,0.51,0.21,0.55,0.1,0.64,0.59,0.26,0.25,0.35,0.28
