"dhlabid","urn","title","city","timestamp","year","conc","date","samesaken","Alta.samfunnet.er.i.mot.utbygging","protestbevegelse","at.et.møte.blir.arrangert","tv.program","produksjon.av.film","partipolitikk","kommunestyret","domstoler","regjeringen","myndigheter","demonstranter","politiet","saksbehandling.og.juridiske.prosesser","bygging.av.vei.og.anleggsvirksomhet","undersøkelser.og.utredning","arrestasjoner.og.bruk.av.tvangsmidler","økonomisk.og.næringsmessig.nytte","må.ha.kraft.og.strøm","konflikt.mellom.samer.og.nordmenn","rettigheter.til.land.og.ressurser","natur.og.miljø","vern.av.vassdrag","trussel.mot.samisk.kultur.og.næring","trussel.mot.laksefiske","Alta.kautokeinovassdraget.bør.bygges.ut","samiske.særrettigheter","utsatt.og.usikkerhet","unødvendig","splittelse.og.uenighet","vanskelig.å.snakke.om","urettferdig","opprivende","forsoning","samhold.og.enighet","handlekraft.og.beslutninger","tydelig.og.bestemtrettsak","leiren.i.Stilla","sultestreik","politiaksjonen","stortingets.vedtak","opprettelsen.av.Sametinget","Finnmarksloven","udemokratiske.protester","sivil.ulydighet","demonstrantene.opptrer.dårlig","ikke.voldelige","mediedekning","historisk.betydning","kunst.og.kultur","husker.eller.minnes","feilinformasjon","Konstruktiv.sivil.ulydighet","Manglende.utredning.om.konsekvenser","skeptisk.kraftprognose.motstand","meningsløs.kraftutbygging","Skeptisk.til.ulydighet","lov.og.orden","overdrevet.maktbruk.av.myndigheter.og.politi","fredelige.demonstranter","tydelig.og.bestemt","rettsak","arbeiderpartiet","gasskraftverk","neddemming.av.Masi","Kraftlinjer"
NA,"URN:NBN:no-nb_digavis_adresseavisen_null_null_20190327_253_73_1","adresseavisen","Trondheim","20190327","2019","kom samtidig med heftige demonstrasjoner i Alta mot at Alta-Kautokeinovassdraget skulle reguleres. Stortingsrepresentantene Kari Elisabeth Kaski og",2019-03-27,0.43,0.97,0.98,0.45,0.19,0.32,0.44,0.11,0.21,0.06,0.53,0.99,0.12,0.74,0.21,0.53,0.85,0.53,0.44,0.71,0.81,0.53,0.58,0.71,0.23,0.51,0.68,0.7,0.29,0.76,0.44,0.69,0.9,0.03,0.01,0.32,0.48,0.6,0.15,0.11,0.28,0.14,0.15,0.76,0.65,0.34,0,0.38,0.65,0.19,0.71,0.59,0.07,0.53,0.74,0.43,0.27,0.21,0.45,0,0.22,0.25,0.26,0.1,0.07,0.18
NA,"URN:NBN:no-nb_digavis_sorvarangeravis_null_null_20190328_1_37_1","sorvarangeravis","Kirkenes","20190328","2019","kom samtidig med heftige demonstrasjoner i Alta mot at Alta-Kautokeinovassdraget skulle reguleres. Stortingsrepresentantene Kari Elisabeth Kaski og",2019-03-28,0.43,0.97,0.98,0.45,0.19,0.32,0.44,0.11,0.21,0.06,0.53,0.99,0.12,0.74,0.21,0.53,0.85,0.53,0.44,0.71,0.81,0.53,0.58,0.71,0.23,0.51,0.68,0.7,0.29,0.76,0.44,0.69,0.9,0.03,0.01,0.32,0.48,0.6,0.15,0.11,0.28,0.14,0.15,0.76,0.65,0.34,0,0.38,0.65,0.19,0.71,0.59,0.07,0.53,0.74,0.43,0.27,0.21,0.45,0,0.22,0.25,0.26,0.1,0.07,0.18
NA,"URN:NBN:no-nb_digavis_sagat_null_null_20190719_63_134_1","sagat","Lakselv","20190719","2019","komme under vann! Oppfølging av kampen om utbygging av Alta-Kautokeinovassdraget, «Elva skal leve (1981) er også en dokumentar. Forfatteren",2019-07-19,0.52,0.74,0.59,0.26,0.73,0.56,0.26,0.14,0.16,0.11,0.48,0.49,0.07,0.6,0.15,0.41,0.54,0.31,0.47,0.57,0.58,0.71,0.14,0.69,0.51,0.84,0.68,0.82,0.24,0.61,0.67,0.63,0.87,0.07,0.04,0.59,0.42,0.23,0.13,0.07,0.26,0.08,0.13,0.2,0.47,0.21,0.15,0.51,0.53,0.17,0.65,0.54,0.34,0.48,0.47,0.51,0.44,0.08,0.4,0.02,0.26,0.35,0.32,0.13,0.16,0.1
NA,"URN:NBN:no-nb_digavis_nordlys_null_null_20190228_0_0_1","nordlys","Tromsø","20190228","2019","kommer bli Norges største miljø-og urfolkspolitiske sak siden Altasaken. Grande forsøker å påstå at saken har vært avgjort før",2019-02-28,0.32,0.45,0.24,0.3,0.15,0.13,0.44,0.11,0.25,0.15,0.18,0.13,0.03,0.64,0.14,0.36,0.43,0.09,0.16,0.42,0.69,0.87,0.52,0.65,0.05,0.45,0.74,0.31,0.44,0.44,0.59,0.5,0.76,0.05,0.03,0.35,0.27,0.31,0.1,0.11,0.25,0.13,0.2,0.13,0.24,0.08,0.21,0.15,0.61,0.02,0.51,0.88,0.06,0.43,0.14,0.26,0.29,0.05,0.45,0.02,0.19,0.53,0.18,0.06,0.15,0.15
NA,"URN:NBN:no-nb_digavis_oyene_null_null_20190808_20_30_1","oyene",NA,"20190808","2019","konsekvenser for natur og miljø og som sammen med Altautbyggingen ble groteske eksempler på statlig miljøkriminalitet. Det er",2019-08-08,0.06,0.16,0.03,0.17,0.04,0.06,0.02,0.02,0.02,0.68,0.84,0.06,0.02,0.04,0.04,0.15,0.11,0,0.02,0.05,0.48,0.98,0.06,0.03,0.02,0.14,0.05,0.13,0.27,0.04,0.38,0.56,0.72,0.01,0,0.01,0.18,0.1,0.02,0.02,0.08,0.02,0.02,0.05,0.02,0.12,0.04,0.02,0.04,0,0.29,0.41,0,0.58,0.05,0.22,0.11,0.01,0.54,0.01,0.11,0.05,0.05,0.02,0.11,0.04
NA,"URN:NBN:no-nb_digavis_sarpsborgarbeiderblad_null_null_20190705_90_152_1","sarpsborgarbeiderblad","Sarpsborg","20190705","2019","kontinuerlig frem til sin død. Alta-utbyggingen. 5. juli 1979 begynte demonstrasjonene mot Alta-utbyggingen. Demonstranter sperret traseen for",2019-07-05,0.6,0.97,0.97,0.58,0.16,0.23,0.46,0.16,0.17,0.11,0.4,0.98,0.13,0.69,0.75,0.54,0.93,0.5,0.63,0.76,0.82,0.7,0.6,0.86,0.14,0.64,0.84,0.76,0.58,0.77,0.65,0.76,0.92,0.08,0.03,0.69,0.62,0.73,0.29,0.13,0.34,0.2,0.18,0.55,0.79,0.41,0.08,0.42,0.82,0.18,0.81,0.69,0.55,0.53,0.76,0.84,0.55,0.21,0.59,0.02,0.61,0.37,0.5,0.09,0.31,0.46
NA,"URN:NBN:no-nb_digavis_dagbladet_null_null_20191012_151_237_1","dagbladet","Oslo","20191012","2019","kontoret til Gro. Sametinget er et ektefødt barn av Alta-aksjonen. TEKST: THOMAS KARLSEN | thomas.karlsen@dagbladet.no | FOTO: KYRRE",2019-10-12,0.94,0.74,0.93,0.86,0.39,0.25,0.66,0.67,0.25,0.6,0.84,0.86,0.13,0.74,0.2,0.56,0.73,0.34,0.24,0.62,0.72,0.27,0.33,0.74,0.12,0.31,0.79,0.6,0.52,0.6,0.48,0.67,0.84,0.12,0.12,0.51,0.58,0.88,0.26,0.16,0.72,0.87,0.48,0.79,0.77,0.33,0.23,0.46,0.66,0.13,0.6,0.6,0.48,0.51,0.39,0.52,0.47,0.29,0.54,0.07,0.28,0.58,0.73,0.06,0.29,0.11
NA,"URN:NBN:no-nb_digavis_kronstadposten_null_null_20191025_10_41_1","kronstadposten","Alta","20191025","2019","kronstadposten.no Svein Suhr mimrer tilbake – 40 år etter Alta-saken: Ble fulgt med argusøyne 25. oktober 2019 Det er 67",2019-10-25,0.18,0.56,0.68,0.7,0.54,0.57,0.43,0.42,0.52,0.2,0.61,0.59,0.27,0.86,0.65,0.72,0.81,0.67,0.27,0.44,0.66,0.25,0.61,0.72,0.37,0.51,0.66,0.74,0.53,0.62,0.62,0.65,0.81,0.31,0.26,0.69,0.59,0.55,0.28,0.27,0.39,0.46,0.35,0.36,0.65,0.39,0.6,0.81,0.77,0.33,0.93,0.59,0.46,0.66,0.37,0.52,0.53,0.32,0.72,0.1,0.48,0.7,0.46,0.17,0.2,0.28
NA,"URN:NBN:no-nb_digavis_nordlys_null_null_20191021_0_244_1","nordlys","Tromsø","20191021","2019","kultur bryter sammen ved en eventuell utbygging av Alta-Kautokeinovassdraget. Den er derimot et forsøk på å vise en norsk",2019-10-21,0.14,0.83,0.64,0.27,0.17,0.34,0.14,0.18,0.11,0.15,0.15,0.24,0.05,0.15,0.13,0.29,0.37,0.05,0.22,0.23,0.41,0.02,0.07,0.34,0.12,0.66,0.17,0.78,0.28,0.52,0.58,0.72,0.8,0.1,0.06,0.25,0.31,0.22,0.1,0.03,0.33,0.1,0.15,0.22,0.52,0.34,0.14,0.13,0.39,0.58,0.5,0.53,0.24,0.29,0.67,0.53,0.41,0.05,0.1,0.02,0.16,0.17,0.17,0.03,0.09,0.07
NA,"URN:NBN:no-nb_digavis_nyetroms_null_null_20191107_46_129_1","nyetroms","Moen","20191107","2019","kultur-og identitetsmanifestasjonen som nådde sitt høydepunkt med Altasaken, og gjennom de påfølgende år har skolen vokst seg til",2019-11-07,0.11,0.47,0.38,0.37,0.06,0.08,0.05,0.05,0.03,0.02,0.04,0.18,0.01,0.09,0.02,0.19,0.21,0.01,0.02,0.41,0.1,0,0.23,0.39,0.1,0.46,0.41,0.32,0.06,0.53,0.26,0.13,0.67,0.11,0.26,0.61,0.52,0.48,0.05,0.02,0.04,0.03,0.08,0.02,0.11,0.06,0.09,0.1,0.63,0.61,0.56,0.12,0.12,0.1,0.03,0.11,0.21,0.01,0.06,0.01,0.58,0.09,0.06,0.01,0.02,0.01
NA,"URN:NBN:no-nb_digavis_altaposten_null_null_20190125_51_11_1","altaposten","Alta","20190125","2019","Kunne ikke tro det Suhr var nestleder av folkeaksjonen mot utbyggingen av Alta-Kautokeinovassdraget, NATURVERNEREN: Per Flatberg var",2019-01-25,0.54,0.95,0.86,0.57,0.24,0.25,0.68,0.12,0.13,0.1,0.35,0.67,0.03,0.48,0.22,0.55,0.72,0.12,0.25,0.65,0.73,0.96,0.88,0.63,0.17,0.54,0.68,0.6,0.58,0.88,0.69,0.65,0.75,0.1,0.2,0.64,0.41,0.38,0.25,0.08,0.24,0.2,0.25,0.37,0.64,0.32,0.19,0.25,0.33,0.08,0.71,0.61,0.39,0.51,0.67,0.65,0.65,0.12,0.48,0.02,0.19,0.28,0.1,0.12,0.25,0.23
NA,"URN:NBN:no-nb_digavis_sagat_null_null_20190523_63_95_1","sagat","Lakselv","20190523","2019","kunstnere forsto de ikke betydningen av eget arbeid, ikke da Alta-aksjonen pågikk. Men de var likevel overbevist om at de gjorde",2019-05-23,0.26,0.72,0.76,0.38,0.1,0.29,0.11,0.14,0.07,0.03,0.06,0.57,0.02,0.21,0.24,0.56,0.68,0.2,0.09,0.42,0.3,0.12,0.26,0.68,0.09,0.18,0.55,0.81,0.55,0.69,0.8,0.6,0.79,0.13,0.15,0.69,0.32,0.61,0.09,0.03,0.09,0.16,0.18,0.51,0.66,0.48,0.27,0.11,0.66,0.83,0.81,0.88,0.42,0.91,0.49,0.37,0.55,0.06,0.37,0.06,0.24,0.25,0.38,0.08,0.3,0.13
NA,"URN:NBN:no-nb_digavis_altaposten_null_null_20190927_51_111_1","altaposten","Alta","20190927","2019","kunstutstillinger med tematikk knyttet til konflikten om utbyggingen av Altaelva, sa Zachariassen. Kontinuerlig endring – Hva vi minnes,",2019-09-27,0.09,0.7,0.36,0.55,0.12,0.1,0.12,0.16,0.15,0.12,0.32,0.17,0.11,0.2,0.19,0.36,0.54,0.24,0.34,0.17,0.38,0.14,0.02,0.43,0.18,0.88,0.3,0.68,0.27,0.56,0.64,0.37,0.69,0.05,0.02,0.52,0.31,0.31,0.09,0.1,0.18,0.25,0.05,0.06,0.17,0.08,0.12,0.19,0.58,0.75,0.53,0.29,0.12,0.26,0.27,0.29,0.29,0.05,0.23,0.02,0.2,0.17,0.16,0.03,0.05,0.07
NA,"URN:NBN:no-nb_digavis_agderposten_null_null_20190413_146_88_1","agderposten","Arendal","20190413","2019","lærdom kan det være mulig og nyttig å trekke av Altakonflikten med tanke på debatten om gruvedrift i Kvalsund. Utbyggerne",2019-04-13,0.1,0.27,0.33,0.2,0.09,0.06,0.31,0.05,0.08,0.08,0.29,0.16,0.02,0.43,0.27,0.36,0.33,0.41,0.76,0.48,0.74,0.06,0.01,0.6,0.02,0.37,0.28,0.61,0.31,0.66,0.67,0.48,0.75,0.03,0.02,0.43,0.44,0.19,0.03,0.03,0.11,0.01,0.07,0.11,0.11,0.12,0.06,0.13,0.53,0.05,0.69,0.34,0.07,0.38,0.12,0.14,0.19,0.04,0.36,0.01,0.21,0.3,0.09,0.01,0.02,0.03
NA,"URN:NBN:no-nb_digavis_kronstadposten_null_null_20190906_10_34_1","kronstadposten","Alta","20190906","2019","lærerutdanningen 20:00 - 21:30: Nullpunktet - 40 år sidan Alta-saken 18:00 - 20:00: Rask på labben - trening og testing",2019-09-06,0.11,0.3,0.22,0.55,0.37,0.12,0.18,0.1,0.2,0.11,0.27,0.21,0.15,0.25,0.17,0.62,0.53,0.4,0.12,0.24,0.42,0.05,0.21,0.46,0.19,0.23,0.47,0.26,0.46,0.54,0.23,0.47,0.44,0.16,0.19,0.3,0.32,0.24,0.1,0.1,0.16,0.15,0.4,0.26,0.28,0.24,0.56,0.29,0.54,0.12,0.62,0.42,0.29,0.24,0.1,0.17,0.28,0.13,0.63,0.19,0.38,0.19,0.15,0.14,0.1,0.16
NA,"URN:NBN:no-nb_digavis_sagat_null_null_20190710_63_127_1","sagat","Lakselv","20190710","2019","lage skisse av en tegneseriestripe. Temaet hun har valgt er Alta-saken. Da den foregikk befant hun seg i Tromsø, og hun",2019-07-10,0.16,0.72,0.52,0.09,0.15,0.02,0.19,0.08,0.18,0.06,0.54,0.52,0.07,0.65,0.22,0.29,0.61,0.18,0.29,0.63,0.65,0.05,0.47,0.67,0.27,0.7,0.61,0.42,0.16,0.47,0.48,0.51,0.78,0.04,0.05,0.52,0.51,0.43,0.03,0.15,0.22,0.08,0.13,0.27,0.46,0.28,0.05,0.41,0.56,0.15,0.72,0.38,0.19,0.43,0.22,0.38,0.43,0.08,0.56,0.01,0.29,0.58,0.08,0.02,0.24,0.05
NA,"URN:NBN:no-nb_digavis_tronderbladetmelhus_null_null_20190416_41_30_1","tronderbladetmelhus","Melhus","20190416","2019","land er iberiaskogsneglen sÃ¦rlig utbredt? Foto: NTB scanpix 3. Alta-saken var en politisk konflikt fra rundt 1968 til 1982, som",2019-04-16,0.11,0.57,0.26,0.14,0.06,0.07,0.73,0.14,0.04,0.18,0.34,0.34,0.03,0.19,0.13,0.44,0.54,0.03,0.15,0.38,0.9,0.17,0.6,0.44,0.02,0.54,0.46,0.41,0.24,0.83,0.34,0.3,0.81,0.02,0.02,0.27,0.22,0.66,0.07,0.1,0.17,0.14,0.09,0.08,0.19,0.12,0.03,0.13,0.75,0.02,0.61,0.26,0.08,0.24,0.19,0.11,0.24,0.09,0.31,0.01,0.22,0.14,0.18,0.04,0.25,0.03
NA,"URN:NBN:no-nb_digavis_glaamdalen_null_null_20190410_135_85_1","glaamdalen","Kongsvinger","20190410","2019","land har potensiale til å skape bråk/opprør à la Alta-utbyggingen, Mardøla og lignende saker for noen år tilbake. Dette",2019-04-10,0.19,0.81,0.87,0.41,0.11,0.2,0.33,0.29,0.35,0.26,0.71,0.37,0.1,0.43,0.11,0.34,0.49,0.18,0.17,0.33,0.96,0.18,0.14,0.44,0.07,0.53,0.26,0.44,0.32,0.67,0.56,0.53,0.94,0.02,0,0.25,0.17,0.23,0.08,0.07,0.13,0.06,0.16,0.48,0.28,0.19,0.03,0.21,0.78,0.03,0.71,0.44,0.14,0.42,0.45,0.28,0.23,0.06,0.3,0,0.09,0.26,0.18,0.06,0.09,0.14
NA,"URN:NBN:no-nb_digavis_lokalavisatrysilengerdal_null_null_20190411_15_15_1","lokalavisatrysilengerdal","Trysil","20190411","2019","land har potensiale til å skape bråk/opprør à la Altautbyggingen, Mardøla og lignende saker for noen år tilbake. Dette",2019-04-11,0.19,0.82,0.89,0.45,0.1,0.19,0.35,0.29,0.37,0.26,0.7,0.37,0.1,0.44,0.1,0.32,0.47,0.16,0.15,0.29,0.96,0.17,0.17,0.42,0.06,0.49,0.24,0.44,0.33,0.73,0.58,0.53,0.95,0.02,0,0.2,0.16,0.23,0.09,0.09,0.13,0.07,0.15,0.49,0.26,0.2,0.03,0.21,0.76,0.04,0.73,0.43,0.14,0.42,0.34,0.26,0.25,0.07,0.31,0,0.09,0.27,0.18,0.06,0.09,0.14
NA,"URN:NBN:no-nb_digavis_vesteraalen_null_null_20191015_99_196_1","vesteraalen","Sortland","20191015","2019","land hvor å holde kjæresten sin i hånden er krimi- Alta-utbygginga — 40 år etter sammenlignet ned andre norske elver,",2019-10-15,0.09,0.27,0.22,0.37,0.12,0.08,0.24,0.12,0.17,0.12,0.16,0.21,0.1,0.48,0.17,0.23,0.59,0.17,0.52,0.26,0.75,0.29,0.22,0.54,0.65,0.25,0.26,0.64,0.6,0.35,0.67,0.82,0.73,0.05,0.03,0.14,0.18,0.24,0.07,0.1,0.19,0.06,0.08,0.25,0.25,0.57,0.11,0.17,0.3,0.03,0.54,0.51,0.03,0.44,0.32,0.67,0.42,0.05,0.49,0.03,0.12,0.28,0.08,0.13,0.07,0.11
NA,"URN:NBN:no-nb_digavis_nationen_null_null_20190515_0_111_1","nationen","Oslo","20190515","2019","landet har gitt et konfliktnivå vi ikke har sett siden Alta-utbygginga, knyttet til oppstartede, planlagte vindkraftutbygginger og NVEs",2019-05-15,0.02,0.49,0.23,0.13,0.05,0.05,0.09,0.03,0.03,0.21,0.23,0.05,0.02,0.31,0.02,0.22,0.15,0.04,0.13,0.23,0.87,0.13,0.01,0.37,0.01,0.12,0.07,0.5,0.14,0.81,0.34,0.21,0.79,0.01,0,0.12,0.11,0.26,0.01,0.02,0.03,0.01,0.02,0.05,0.04,0.05,0.01,0.02,0.28,0.03,0.28,0.18,0.01,0.16,0.27,0.09,0.1,0.02,0.25,0,0.03,0.07,0.05,0,0.06,0.02
NA,"URN:NBN:no-nb_digavis_nationen_null_null_20190515_0_111_1","nationen","Oslo","20190515","2019","landet har gitt et konfliktnivå vi ikke har sett siden Alta-utbygginga.» Faglig snakka side 17 Regjeringen pøser på med flere",2019-05-15,0.29,0.56,0.36,0.49,0.26,0.23,0.46,0.18,0.23,0.92,0.85,0.24,0.11,0.6,0.37,0.61,0.84,0.27,0.29,0.52,0.89,0.1,0.18,0.61,0.2,0.36,0.34,0.64,0.57,0.71,0.57,0.58,0.81,0.02,0,0.17,0.18,0.53,0.13,0.14,0.1,0.26,0.27,0.23,0.1,0.24,0.06,0.2,0.28,0.08,0.55,0.58,0.05,0.49,0.25,0.33,0.2,0.14,0.66,0.01,0.11,0.34,0.12,0.23,0.24,0.27
NA,"URN:NBN:no-nb_digavis_dagensnaeringsliv_null_null_20190118_130_15_1","dagensnaeringsliv","Oslo","20190118","2019","landet var medlemmer i Folkeaksjonen mot utbygging av Alta-Kautokeinovassdraget, D 2 · 1 8 . janua r 2 01 9 12",2019-01-18,0.74,0.98,0.95,0.73,0.5,0.47,0.85,0.32,0.33,0.24,0.65,0.88,0.17,0.8,0.36,0.72,0.82,0.59,0.55,0.73,0.87,0.69,0.51,0.8,0.27,0.36,0.83,0.69,0.56,0.8,0.58,0.7,0.87,0.16,0.46,0.78,0.64,0.44,0.3,0.13,0.44,0.31,0.2,0.49,0.77,0.47,0.19,0.53,0.64,0.33,0.78,0.63,0.65,0.65,0.68,0.6,0.6,0.26,0.67,0.04,0.56,0.66,0.37,0.14,0.2,0.28
NA,"URN:NBN:no-nb_digavis_hitrafroya_null_null_20190205_46_10_1","hitrafroya","Hitra","20190205","2019","Landsmoderen Gro Harlem Brundtland har beklaget at Alta-utbygginga ble gjennomført. Reiulf Steen, ofte omtalt som den siste",2019-02-05,0.32,0.73,0.69,0.59,0.5,0.4,0.66,0.3,0.31,0.9,0.87,0.39,0.13,0.73,0.59,0.63,0.83,0.47,0.56,0.59,0.81,0.31,0.35,0.83,0.31,0.28,0.66,0.69,0.76,0.79,0.7,0.81,0.73,0.15,0.02,0.41,0.48,0.53,0.23,0.17,0.46,0.25,0.17,0.26,0.6,0.27,0.44,0.57,0.58,0.19,0.85,0.64,0.22,0.7,0.48,0.78,0.55,0.31,0.67,0.06,0.37,0.52,0.94,0.1,0.24,0.28
NA,"URN:NBN:no-nb_digavis_verdensgang_null_null_20190705_0_177_1","verdensgang","Oslo","20190705","2019","lanserte bikinien. Alta-aksjonen mot kraftutbyggingen i Alta-og Kautokeinovassdragene . Foto: NTB SCANPIX 1979 ● Alta-aksjonen – demonstranter",2019-07-05,0.67,0.97,0.95,0.56,0.39,0.54,0.39,0.14,0.18,0.12,0.41,0.98,0.07,0.72,0.22,0.47,0.89,0.62,0.42,0.73,0.84,0.59,0.18,0.77,0.15,0.42,0.76,0.73,0.56,0.67,0.53,0.67,0.71,0.12,0.19,0.7,0.54,0.62,0.16,0.09,0.29,0.17,0.3,0.64,0.74,0.68,0.28,0.52,0.7,0.59,0.74,0.66,0.57,0.58,0.63,0.69,0.4,0.15,0.46,0.19,0.42,0.47,0.28,0.13,0.13,0.22
NA,"URN:NBN:no-nb_digavis_aftenposten_null_null_20190507_160_121_1","aftenposten","Oslo","20190507","2019","lenge før begrepet kom. Han var opptatt av miljøvern, fra Alta-aksjonen til Brundtland-rapporten, bymiljø og lokalhistorie, og alt dette",2019-05-07,0.09,0.22,0.24,0.21,0.06,0.09,0.03,0.1,0.04,0.05,0.13,0.16,0.03,0.1,0.08,0.33,0.32,0.06,0.02,0.09,0.12,0.67,0.08,0.11,0.03,0.05,0.16,0.25,0.09,0.29,0.22,0.14,0.18,0.09,0.1,0.28,0.18,0.12,0.05,0.02,0.09,0.15,0.09,0.06,0.15,0.11,0.21,0.1,0.65,0.02,0.62,0.27,0.17,0.24,0.07,0.03,0.2,0.02,0.14,0.03,0.16,0.03,0.14,0.05,0.08,0.03
NA,"URN:NBN:no-nb_digavis_hitrafroya_null_null_20190719_46_55_1","hitrafroya","Hitra","20190719","2019","lesere og arrangører. - Jeg engasjerte meg sterkt mot Alta-utbyggingen og sammen med Heimevernslaget reiste vi land og strand",2019-07-19,0.3,0.9,0.87,0.79,0.26,0.3,0.55,0.13,0.2,0.07,0.32,0.63,0.11,0.66,0.49,0.6,0.73,0.55,0.22,0.61,0.78,0.47,0.7,0.73,0.07,0.53,0.62,0.63,0.52,0.54,0.52,0.65,0.76,0.17,0.52,0.63,0.63,0.42,0.23,0.07,0.24,0.25,0.16,0.22,0.67,0.3,0.19,0.53,0.65,0.21,0.75,0.56,0.51,0.66,0.73,0.74,0.46,0.19,0.52,0.01,0.61,0.3,0.17,0.08,0.31,0.18
NA,"URN:NBN:no-nb_digavis_sarpsborgarbeiderblad_null_null_20190114_90_11_1","sarpsborgarbeiderblad","Sarpsborg","20190114","2019","liggende i 11 uker med førsteplass som beste plassering. altaaksjonen. 14. januar 1981 begynte 120 politifolk å fjerne demonstranter",2019-01-14,0.42,0.69,0.95,0.43,0.17,0.18,0.26,0.09,0.1,0.05,0.33,0.94,0.92,0.55,0.17,0.38,0.96,0.25,0.15,0.59,0.55,0.48,0.54,0.57,0.2,0.3,0.58,0.6,0.46,0.64,0.37,0.55,0.86,0.02,0.02,0.58,0.49,0.74,0.14,0.95,0.13,0.14,0.42,0.68,0.67,0.64,0.09,0.46,0.44,0.13,0.66,0.37,0.22,0.3,0.4,0.41,0.42,0.48,0.8,0.02,0.27,0.27,0.29,0.09,0.32,0.11
NA,"URN:NBN:no-nb_digavis_glaamdalen_null_null_20190208_135_33_1","glaamdalen","Kongsvinger","20190208","2019","likegyldig til vindkraftutbyggingen «Alle» har hørt om Alta-utbyggingen, også de ferskeste blant oss. Naturinngrepet i Finnmark",2019-02-08,0.11,0.67,0.24,0.47,0.15,0.11,0.22,0.09,0.07,0.1,0.34,0.23,0.03,0.15,0.15,0.42,0.39,0.04,0.31,0.49,0.91,0.92,0.05,0.75,0.04,0.66,0.64,0.61,0.59,0.61,0.6,0.63,0.66,0.05,0.07,0.13,0.14,0.34,0.07,0.04,0.21,0.07,0.11,0.23,0.18,0.27,0.21,0.56,0.32,0.03,0.77,0.77,0.11,0.64,0.67,0.59,0.77,0.01,0.35,0.01,0.11,0.11,0.14,0.01,0.3,0.16
NA,"URN:NBN:no-nb_digavis_fjordenestidende_null_null_20190129_109_8_1","fjordenestidende","Måløy","20190129","2019","likegyldig til vindkraftutbyggingen «Alle» har hørt om Alta-utbyggingen, også de ferskeste blant oss. Naturinngrepet i Finnmark har",2019-01-29,0.11,0.53,0.33,0.52,0.17,0.15,0.24,0.1,0.09,0.1,0.37,0.24,0.05,0.19,0.17,0.44,0.54,0.06,0.34,0.5,0.87,0.88,0.05,0.8,0.03,0.57,0.57,0.57,0.6,0.66,0.55,0.53,0.57,0.06,0.1,0.12,0.15,0.44,0.11,0.04,0.13,0.09,0.09,0.2,0.2,0.32,0.33,0.62,0.42,0.1,0.77,0.77,0.1,0.68,0.65,0.51,0.75,0.02,0.41,0.01,0.09,0.11,0.14,0.01,0.36,0.17
NA,"URN:NBN:no-nb_digavis_sagat_null_null_20190215_63_32_1","sagat","Lakselv","20190215","2019","likegyldig til vindkraftutbyggingen ] «Alle» har hørt om Alta-utbyggingen, også de ferskeste blant oss. Naturinngrepet i Finnmark",2019-02-15,0.12,0.69,0.4,0.5,0.17,0.11,0.3,0.11,0.08,0.11,0.4,0.3,0.04,0.19,0.16,0.43,0.38,0.06,0.36,0.49,0.91,0.91,0.06,0.73,0.03,0.68,0.63,0.59,0.62,0.71,0.58,0.61,0.66,0.05,0.07,0.15,0.16,0.37,0.07,0.04,0.19,0.07,0.12,0.27,0.26,0.32,0.35,0.6,0.26,0.03,0.78,0.77,0.12,0.63,0.69,0.61,0.78,0.01,0.37,0.01,0.11,0.13,0.18,0.02,0.28,0.19
NA,"URN:NBN:no-nb_digavis_altaposten_null_null_20190222_51_23_1","altaposten","Alta","20190222","2019","Linjenettet har til en viss grad blitt bygget ut etter Alta-utbyggingen, men den store revolusjonen ventes å komme med",2019-02-22,0.22,0.24,0.45,0.51,0.11,0.07,0.11,0.1,0.12,0.06,0.21,0.2,0.05,0.2,0.04,0.25,0.53,0.28,0.72,0.3,0.44,0.08,0.1,0.45,0.07,0.09,0.49,0.69,0.17,0.21,0.35,0.22,0.31,0.08,0.11,0.59,0.18,0.45,0.08,0.03,0.12,0.24,0.11,0.07,0.15,0.07,0.18,0.13,0.23,0.08,0.56,0.37,0.09,0.3,0.11,0.1,0.23,0.06,0.29,0.01,0.12,0.12,0.14,0.02,0.08,0.79
NA,"URN:NBN:no-nb_digavis_nordlys_null_null_20191114_0_265_1","nordlys","Tromsø","20191114","2019","livsgrunnlaget vårt. I år er det 40 år siden Altasaken hvor miljøaktivister og den samiske befolkningen kjempet mot",2019-11-14,0.64,0.85,0.84,0.2,0.08,0.11,0.06,0.04,0.06,0.02,0.06,0.63,0.01,0.3,0.05,0.18,0.54,0.25,0.08,0.92,0.65,0.83,0.38,0.88,0.03,0.2,0.54,0.46,0.23,0.81,0.51,0.56,0.88,0.01,0.01,0.31,0.27,0.32,0.12,0.05,0.05,0.05,0.04,0.36,0.62,0.27,0.02,0.1,0.8,0.02,0.74,0.35,0.15,0.3,0.39,0.28,0.4,0.02,0.23,0,0.18,0.48,0.02,0.02,0.07,0.04
